51,65578
50,63673
49,61823
48,60027
47,58284
46,56592
45,54949
44,53353
43,51805
42,50300
41,48841
40,47423
39,46047
38,44737
37,43414
36,42155
35,40931
34,39745
33,38592
32,37474
31,36386
30,35333
29,34308
28,33314
27,32348
26,31411
25,30502
24,29619
23,28762
22,27929
21,27131
20,26396
19,25642
18,24948
17,24285
16,23715
15,23144
14,22662
13,22149
12,21630
11,21197
10,20761
9,20400
8,20134
7,19863
6,19578
5,19333
4,0
3,0
2,0
1,0
0,0
